score_momento,cnpj_basico,cnpj,razao_social,na_base_mestre,STATUS_RELACIONAMENTO_REAL,Porte,CNAE PRIMARIO,tipo_sinal,descricao,papel,qualificacao,qualificacao_desc,municipio,bairro,area_total,unidade_medida,data_evento,data_publicacao,idade_dias,peso,validade_dias,cno,fonte
2.5,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA CAMPO ALEGRE II — Campo Alegre, 2.025 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CAMPO ALEGRE,BELA VISTA (LUZIAPOLIS),2024.99,m2,2026-08-11,2026-09-23,45,4.0,120,900306692672,CNO / Receita Federal
2.5,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA MURICI II — Murici, 2.025 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-01,45,4.0,120,900303199876,CNO / Receita Federal
2.5,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA MURICI II — Murici, 2.025 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-01,45,4.0,120,900303199876,CNO / Receita Federal
2.5,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA MURICI III — Murici, 2.025 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-02,45,4.0,120,900303338078,CNO / Receita Federal
2.5,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA MURICI III — Murici, 2.025 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-02,45,4.0,120,900303338078,CNO / Receita Federal
2.5,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA MURICI III — Murici, 2.025 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-02,45,4.0,120,900303338078,CNO / Receita Federal
2.5,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA MURICI II — Murici, 2.025 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,MURICI,OLAVO CALHEIROS,2025.0,m2,2026-08-11,2026-09-01,45,4.0,120,900303199876,CNO / Receita Federal
2.5,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA CAMPO ALEGRE II — Campo Alegre, 2.025 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,CAMPO ALEGRE,BELA VISTA (LUZIAPOLIS),2024.99,m2,2026-08-11,2026-09-23,45,4.0,120,900306692672,CNO / Receita Federal
2.47,12302113,12302113000120,F C EMPREENDIMENTOS IMOBILIARIOS LTDA,False,,,,obra_nova,"F C EMPREENDIMENTOS IMOBILIARIOS LTDA — Maceió, 1.758 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,SERRARIA,1758.45,m2,2026-08-10,2026-08-10,46,4.0,120,900299683770,CNO / Receita Federal
2.45,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - OLHO DAGUA DAS FLORES CT 14/2025 — Olho D'Água Das Flores, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,OLHO D'ÁGUA DAS FLORES,CENTRO,840.0,m2,2026-09-03,2026-09-10,22,3.0,120,900304580179,CNO / Receita Federal
2.45,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - OLHO DAGUA DAS FLORES CT 14/2025 — Olho D'Água Das Flores, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,OLHO D'ÁGUA DAS FLORES,CENTRO,840.0,m2,2026-09-03,2026-09-10,22,3.0,120,900304580179,CNO / Receita Federal
2.42,00000000,00000000284289,(sem nome no CNO) CNPJ 00000000284289,False,,,,obra_nova,"CONSTRUTORA SIQUEIRA MOTTA LTDA — Poço Das Trincheiras, 92 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,POÇO DAS TRINCHEIRAS,CENTRO,92.3,m2,2026-09-02,2026-09-02,23,3.0,120,900303514574,CNO / Receita Federal
2.42,02796312,02796312000189,CONSTRUTORA SIQUEIRA MOTTA LTDA,False,,,,obra_nova,"CONSTRUTORA SIQUEIRA MOTTA LTDA — Poço Das Trincheiras, 92 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,POÇO DAS TRINCHEIRAS,CENTRO,92.3,m2,2026-09-02,2026-09-02,23,3.0,120,900303514574,CNO / Receita Federal
2.42,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - FEIRA GRANDE CT 14/2025 — Feira Grande, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,FEIRA GRANDE,ZONA RURAL,840.0,m2,2026-09-02,2026-09-10,23,3.0,120,900304598074,CNO / Receita Federal
2.42,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - FEIRA GRANDE CT 14/2025 — Feira Grande, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,FEIRA GRANDE,ZONA RURAL,840.0,m2,2026-09-02,2026-09-10,23,3.0,120,900304598074,CNO / Receita Federal
2.42,08620924,08620924000100,ALMEIDA CONSTRUCOES E INCORPORACOES E T LIMITADA,True,Sem relacionamento,DEMAIS,Obras de terraplenagem,obra_nova,"DEMOLIÇÃO MOREIRA NOBRE — Barra De São Miguel, 137 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BARRA DE SÃO MIGUEL,PRAIA BONITA,136.68,m2,2026-09-02,2026-09-18,23,3.0,120,900305982770,CNO / Receita Federal
2.42,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - PORTO REAL DO COLEGIO II CT - 10/2025 — Porto Real Do Colégio, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,PORTO REAL DO COLÉGIO,CENTRO,840.0,m2,2026-09-02,2026-09-10,23,3.0,120,900304613277,CNO / Receita Federal
2.42,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - PORTO REAL DO COLEGIO II CT - 10/2025 — Porto Real Do Colégio, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,PORTO REAL DO COLÉGIO,CENTRO,840.0,m2,2026-09-02,2026-09-10,23,3.0,120,900304613277,CNO / Receita Federal
2.42,43773181,43773181000100,MOREIRA NOBRE ENGENHARIA LTDA,True,Somente SESI,MICRO EMPRESA,Construcao de edificios,obra_nova,"DEMOLIÇÃO MOREIRA NOBRE — Barra De São Miguel, 137 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BARRA DE SÃO MIGUEL,PRAIA BONITA,136.68,m2,2026-09-02,2026-09-18,23,3.0,120,900305982770,CNO / Receita Federal
2.4,39580673,39580673000101,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,True,SESI + SENAI,DEMAIS,"Captacao, tratamento e distribuicao de agua",obra_nova,"TECMASTER ENGENHARIA E CONSTRUCOES LTDA - EM RECUPERACAO JUDICIAL — Maceió, 650 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,FAROL,650.0,Outra,2026-09-01,2026-09-24,24,3.0,120,900306901774,CNO / Receita Federal
2.4,04191808,04191808000154,TECMASTER ENGENHARIA E CONSTRUCOES LTDA - EM RECUPERACAO JUDICIAL,True,Sem relacionamento,DEMAIS,"Construcao de redes de transportes por dutos, exceto para agua e esgoto",obra_nova,"TECMASTER ENGENHARIA E CONSTRUCOES LTDA - EM RECUPERACAO JUDICIAL — Maceió, 650 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,FAROL,650.0,Outra,2026-09-01,2026-09-24,24,3.0,120,900306901774,CNO / Receita Federal
2.4,06626253,06626253000151,(sem nome no CNO) CNPJ 06626253000151,False,,,,obra_nova,"CNO - MARECHAL — Marechal Deodoro, 247 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARECHAL DEODORO,Praia do Francês,246.6,m2,2026-09-01,2026-09-14,24,3.0,120,900305145376,CNO / Receita Federal
2.4,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 UH POÇO DAS TRINCHEIRAS — Poço Das Trincheiras, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,POÇO DAS TRINCHEIRAS,POVOADO,950.0,m2,2026-09-01,2026-09-21,24,3.0,120,900306334474,CNO / Receita Federal
2.4,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 UH DOIS RIACHOS — Dois Riachos, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DOIS RIACHOS,ZONA RURAL,950.0,m2,2026-09-01,2026-09-21,24,3.0,120,900306230376,CNO / Receita Federal
2.4,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 UH CACIMBINHAS — Cacimbinhas, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CACIMBINHAS,ZONA URBANA,950.0,m2,2026-09-01,2026-09-18,24,3.0,120,900306007078,CNO / Receita Federal
2.4,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"20 CASAS MAR VERMELHO — Mar Vermelho, 950 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MAR VERMELHO,ZONA URBANA,950.0,m2,2026-09-01,2026-09-18,24,3.0,120,900305975572,CNO / Receita Federal
2.4,15401489,15401489000180,AGRESTE SANEAMENTO S.A.,True,Somente SESI,DEMAIS,"Captacao, tratamento e distribuicao de agua",obra_nova,"K TEK SOLUCOES DE ENGENHARIA LTDA — Arapiraca, 318 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,BOM SUCESSO,318.24,m2,2026-09-01,2026-09-04,24,3.0,120,900303868175,CNO / Receita Federal
2.4,60746948,60746948038942,(sem nome no CNO) CNPJ 60746948038942,False,,,,obra_nova,"UNIFIX ENGENHARIA LTDA — Maceió, 560 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,560.0,m2,2026-09-01,2026-09-04,24,3.0,120,900303954470,CNO / Receita Federal
2.4,00000000,00000000148180,(sem nome no CNO) CNPJ 00000000148180,False,,,,obra_nova,"CONSTRUTORA SIQUEIRA MOTTA LTDA — São José Da Laje, 100 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SÃO JOSÉ DA LAJE,CENTRO,100.0,m2,2026-09-01,2026-09-01,24,3.0,120,900303197575,CNO / Receita Federal
2.4,40838591,40838591000195,UNIFIX ENGENHARIA LTDA,False,,,,obra_nova,"UNIFIX ENGENHARIA LTDA — Maceió, 560 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,560.0,m2,2026-09-01,2026-09-04,24,3.0,120,900303954470,CNO / Receita Federal
2.4,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 71 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBA,71.0,m2,2026-09-01,2026-09-01,24,3.0,120,900303293874,CNO / Receita Federal
2.4,02796312,02796312000189,CONSTRUTORA SIQUEIRA MOTTA LTDA,False,,,,obra_nova,"CONSTRUTORA SIQUEIRA MOTTA LTDA — São José Da Laje, 100 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO JOSÉ DA LAJE,CENTRO,100.0,m2,2026-09-01,2026-09-01,24,3.0,120,900303197575,CNO / Receita Federal
2.4,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 71 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBA,71.34,m2,2026-09-01,2026-09-01,24,3.0,120,900303284775,CNO / Receita Federal
2.4,11159179,11159179000140,L T CONSTRUTORA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"L T CONSTRUTORA LTDA — Coruripe, 61 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,CORURIPE,ALTO DA SAUDADE,60.68,m2,2026-09-01,2026-09-09,24,3.0,120,900304473474,CNO / Receita Federal
2.4,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - JAPARATINGA CT - 14/2025 — Japaratinga, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,JAPARATINGA,CENTRO,840.0,m2,2026-09-01,2026-09-10,24,3.0,120,900304613973,CNO / Receita Federal
2.4,29871297,29871297000142,K TEK SOLUCOES DE ENGENHARIA LTDA,False,,,,obra_nova,"K TEK SOLUCOES DE ENGENHARIA LTDA — Arapiraca, 318 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,BOM SUCESSO,318.24,m2,2026-09-01,2026-09-04,24,3.0,120,900303868175,CNO / Receita Federal
2.4,41160680,41160680000198,F . P . CONSTRUTORA LTDA,True,SESI + SENAI,DEMAIS,Obras de terraplenagem,obra_nova,"PAVIMENTAÇÃO E DRENAGEM DOS ACESSOS AO POVOADO CAPELA NO MUNICIPIO DE PENEDO — Penedo, 4 km (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PENEDO,POV CAPELA,3.98,km,2026-09-01,2026-09-16,24,3.0,120,900305674374,CNO / Receita Federal
2.4,12243697,12243697000100,(sem nome no CNO) CNPJ 12243697000100,False,,,,obra_nova,"PAVIMENTAÇÃO E DRENAGEM DOS ACESSOS AO POVOADO CAPELA NO MUNICIPIO DE PENEDO — Penedo, 4 km (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PENEDO,POV CAPELA,3.98,km,2026-09-01,2026-09-16,24,3.0,120,900305674374,CNO / Receita Federal
2.4,12259040,12259040000131,(sem nome no CNO) CNPJ 12259040000131,False,,,,obra_nova,"20 UH POÇO DAS TRINCHEIRAS — Poço Das Trincheiras, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,POÇO DAS TRINCHEIRAS,POVOADO,950.0,m2,2026-09-01,2026-09-21,24,3.0,120,900306334474,CNO / Receita Federal
2.4,12227971,12227971000158,(sem nome no CNO) CNPJ 12227971000158,False,,,,obra_nova,"20 UH CACIMBINHAS — Cacimbinhas, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,CACIMBINHAS,ZONA URBANA,950.0,m2,2026-09-01,2026-09-18,24,3.0,120,900306007078,CNO / Receita Federal
2.4,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - JAPARATINGA CT - 14/2025 — Japaratinga, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,JAPARATINGA,CENTRO,840.0,m2,2026-09-01,2026-09-10,24,3.0,120,900304613973,CNO / Receita Federal
2.4,12333761,12333761000144,(sem nome no CNO) CNPJ 12333761000144,False,,,,obra_nova,"20 CASAS MAR VERMELHO — Mar Vermelho, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MAR VERMELHO,ZONA URBANA,950.0,m2,2026-09-01,2026-09-18,24,3.0,120,900305975572,CNO / Receita Federal
2.4,30132334,30132334000180,GUIMARAES MELO - ENGENHARIA LTDA,False,,,,obra_nova,"CNO - MARECHAL — Marechal Deodoro, 247 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARECHAL DEODORO,Praia do Francês,246.6,m2,2026-09-01,2026-09-14,24,3.0,120,900305145376,CNO / Receita Federal
2.4,12250908,12250908000132,(sem nome no CNO) CNPJ 12250908000132,False,,,,obra_nova,"20 UH DOIS RIACHOS — Dois Riachos, 950 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,DOIS RIACHOS,ZONA RURAL,950.0,m2,2026-09-01,2026-09-21,24,3.0,120,900306230376,CNO / Receita Federal
2.38,49122901,49122901000145,J L L INCORPORADORA E CONSTRUTORA LTDA,True,Sem relacionamento,DEMAIS,Incorporacao de empreendimentos imobiliarios,obra_nova,"J L L INCORPORADORA E CONSTRUTORA LTDA — Arapiraca, 144 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,ARAPIRACA,VERDES CAMPOS,143.64,m2,2026-08-31,2026-09-08,25,3.0,120,900304098079,CNO / Receita Federal
2.33,10825373,10825373000155,(sem nome no CNO) CNPJ 10825373000155,False,,,,obra_nova,"PLANA EDIFICACOES LTDA — Girau Do Ponciano, 6.201 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,GIRAU DO PONCIANO,ALTO DO CRUZEIRO,6200.99,Outra,2026-07-23,2026-08-06,64,5.0,120,900299159172,CNO / Receita Federal
2.33,05346248,05346248000122,PLANA EDIFICACOES LTDA,False,,,,obra_nova,"PLANA EDIFICACOES LTDA — Girau Do Ponciano, 6.201 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,GIRAU DO PONCIANO,ALTO DO CRUZEIRO,6200.99,Outra,2026-07-23,2026-08-06,64,5.0,120,900299159172,CNO / Receita Federal
2.3,53159348,53159348000192,MASSA SERVICOS LTDA,False,,,,obra_nova,"MASSA SERVICOS LTDA — Maceió, 200 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,CRUZ DAS ALMAS,200.0,m2,2026-08-28,2026-09-02,28,3.0,120,900303416875,CNO / Receita Federal
2.29,63848342,63848342000186,ASSOCIACAO DOS ADQUIRENTES DE UNIDADES AUTONOMAS DO CONDOMINIO CONNECT IN,False,,,,obra_nova,"ASSOCIACAO DOS ADQUIRENTES DE UNIDADES AUTONOMAS DO CONDOMINIO CONNECT IN — Maceió, 12.103 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,PAJUCARA,12103.49,m2,2026-07-22,2026-08-10,65,5.0,120,900299593478,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-08-27,2026-08-28,29,3.0,120,900302739379,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 73 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,73.46,m2,2026-08-27,2026-08-28,29,3.0,120,900302725379,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 77 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,77.17,m2,2026-08-27,2026-08-28,29,3.0,120,900302733379,CNO / Receita Federal
2.28,42831657,42831657000140,WL ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"WL ENGENHARIA LTDA — Canapi, 150 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,CANAPI,ZONA RURAL,150.18,m2,2026-08-27,2026-08-28,29,3.0,120,900302690370,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-08-27,2026-08-28,29,3.0,120,900302736871,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-08-27,2026-08-28,29,3.0,120,900302734376,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 77 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,77.17,m2,2026-08-27,2026-08-28,29,3.0,120,900302730174,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 77 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,77.17,m2,2026-08-27,2026-08-28,29,3.0,120,900302731877,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-08-27,2026-08-28,29,3.0,120,900302742970,CNO / Receita Federal
2.28,23001832,23001832000128,CONSTRUTORA REMAJ LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA REMAJ LTDA — Rio Largo, 75 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,RIO LARGO,PREFEITO ANTONIO L DE SOUZA,74.91,m2,2026-08-27,2026-08-28,29,3.0,120,900302740772,CNO / Receita Federal
2.25,28851130,28851130000157,G LOPES DE OLIVEIRA JUNIOR CONSTRUTORA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"G LOPES DE OLIVEIRA JUNIOR CONSTRUTORA LTDA — Tanque D'Arca, 72 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,TANQUE D'ARCA,CENTRO,72.24,m2,2026-08-26,2026-09-22,30,3.0,120,900306558670,CNO / Receita Federal
